epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
118,4573.54,1.20449,0.62154,1.1673,0.90742,0.94605,0.96449,0.65397,1.19929,0.53814,1.20897,0.0076834,0.0076834,0.0076834
119,4613.06,1.16316,0.61585,1.13928,0.90952,0.93433,0.96339,0.6463,1.2101,0.55316,1.22021,0.0076636,0.0076636,0.0076636
120,4651.81,1.18367,0.61562,1.17575,0.91037,0.92438,0.9682,0.65088,1.19566,0.55139,1.206,0.0076438,0.0076438,0.0076438
121,4690.77,1.1751,0.6185,1.14235,0.91392,0.9296,0.96742,0.64791,1.19567,0.54455,1.20519,0.007624,0.007624,0.007624
122,4729.19,1.15627,0.60654,1.14284,0.90612,0.94129,0.96767,0.64712,1.19014,0.54577,1.20749,0.0076042,0.0076042,0.0076042
123,4768.33,1.18138,0.61628,1.1637,0.91384,0.92239,0.96482,0.64312,1.20067,0.53971,1.21036,0.0075844,0.0075844,0.0075844
124,4806.2,1.17974,0.62271,1.16677,0.91773,0.94229,0.96809,0.65268,1.19474,0.52957,1.20931,0.0075646,0.0075646,0.0075646
125,4845.55,1.17262,0.60503,1.15735,0.91318,0.94826,0.96926,0.64643,1.20142,0.53865,1.21567,0.0075448,0.0075448,0.0075448
126,4885.44,1.15151,0.59935,1.13993,0.89594,0.95946,0.97122,0.65509,1.19258,0.53432,1.20273,0.007525,0.007525,0.007525
127,4924.29,1.16627,0.60699,1.15606,0.90986,0.94627,0.97403,0.65501,1.20821,0.53678,1.21887,0.0075052,0.0075052,0.0075052
128,4964.86,1.15762,0.59027,1.14627,0.91843,0.94109,0.96962,0.64807,1.20964,0.538,1.21937,0.0074854,0.0074854,0.0074854
129,5004.14,1.14938,0.59482,1.14375,0.92167,0.93659,0.97288,0.65466,1.19559,0.52633,1.21091,0.0074656,0.0074656,0.0074656
