epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,1460.46,1.42409,0.86039,1.21705,0.84965,0.89404,0.9368,0.56943,1.354,0.88729,1.22282,0.009604,0.009604,0.009604
22,1538.79,1.41582,0.83158,1.21133,0.84003,0.83881,0.89206,0.54557,1.35653,0.82692,1.2165,0.0095842,0.0095842,0.0095842
23,1618.08,1.41672,0.82481,1.21317,0.8629,0.8517,0.89015,0.555,1.3354,0.799,1.22922,0.0095644,0.0095644,0.0095644
24,1694.83,1.39118,0.82738,1.20908,0.88642,0.91633,0.94858,0.59261,1.30862,0.75798,1.2131,0.0095446,0.0095446,0.0095446
25,1772.48,1.40216,0.82056,1.21055,0.87165,0.92935,0.94714,0.58041,1.3619,0.76392,1.25704,0.0095248,0.0095248,0.0095248
26,1850.8,1.39502,0.78891,1.21234,0.86119,0.90448,0.9378,0.57737,1.34813,0.71645,1.23016,0.009505,0.009505,0.009505
27,1929.27,1.37354,0.79837,1.1939,0.84432,0.91739,0.93256,0.57437,1.32295,0.76819,1.23417,0.0094852,0.0094852,0.0094852
28,2008.51,1.37553,0.79293,1.20021,0.86489,0.86368,0.92386,0.5432,1.40771,0.86768,1.27065,0.0094654,0.0094654,0.0094654
29,2086.45,1.38965,0.79209,1.19342,0.87253,0.92625,0.9457,0.58445,1.3035,0.77241,1.20811,0.0094456,0.0094456,0.0094456
30,2166.09,1.39254,0.78633,1.20158,0.86928,0.92139,0.94378,0.59183,1.32228,0.70149,1.21799,0.0094258,0.0094258,0.0094258
31,2247.94,1.36804,0.77991,1.18818,0.86746,0.91144,0.95008,0.59761,1.30934,0.69157,1.20373,0.009406,0.009406,0.009406
32,2330.91,1.36282,0.77278,1.18527,0.87536,0.90846,0.94158,0.58552,1.29324,0.72058,1.20335,0.0093862,0.0093862,0.0093862
33,2409.78,1.35414,0.77114,1.19093,0.88419,0.89353,0.94264,0.55625,1.45161,0.69355,1.31185,0.0093664,0.0093664,0.0093664
34,2490.8,1.37301,0.76991,1.18521,0.88038,0.89154,0.94306,0.57587,1.38996,0.71988,1.26272,0.0093466,0.0093466,0.0093466
35,2569.61,1.35247,0.77426,1.17619,0.88579,0.92637,0.95935,0.58383,1.34749,0.67208,1.24509,0.0093268,0.0093268,0.0093268
36,2648.17,1.33754,0.74807,1.179,0.8592,0.9393,0.95143,0.61025,1.27424,0.67467,1.19843,0.009307,0.009307,0.009307
37,2727.62,1.34476,0.74589,1.17955,0.88031,0.94408,0.96513,0.62689,1.23317,0.65183,1.16819,0.0092872,0.0092872,0.0092872
38,2808.79,1.32961,0.73451,1.16293,0.89474,0.93883,0.96555,0.60095,1.3118,0.61869,1.21694,0.0092674,0.0092674,0.0092674
39,2888.37,1.31974,0.72565,1.16305,0.86452,0.92698,0.95285,0.60567,1.27928,0.68428,1.18591,0.0092476,0.0092476,0.0092476
40,2969.15,1.3196,0.7281,1.16609,0.87132,0.93651,0.95917,0.62795,1.25403,0.62839,1.18622,0.0092278,0.0092278,0.0092278
41,3047.52,1.32302,0.72785,1.16682,0.86694,0.92239,0.94238,0.61323,1.25282,0.66485,1.17544,0.009208,0.009208,0.009208
42,3127.07,1.31818,0.72603,1.1582,0.88419,0.9268,0.96084,0.58917,1.3172,0.68992,1.22293,0.0091882,0.0091882,0.0091882
43,3203.76,1.31187,0.72887,1.16437,0.86298,0.93134,0.95068,0.59971,1.27158,0.7326,1.20073,0.0091684,0.0091684,0.0091684
44,3283.66,1.30713,0.72165,1.17145,0.8768,0.93831,0.96176,0.62839,1.24322,0.61559,1.18767,0.0091486,0.0091486,0.0091486
45,3361.13,1.30681,0.70988,1.15974,0.89053,0.8995,0.95188,0.61196,1.27458,0.65466,1.17823,0.0091288,0.0091288,0.0091288
46,3435.49,1.30536,0.70979,1.16439,0.88416,0.91896,0.95197,0.60182,1.3,0.63788,1.20883,0.009109,0.009109,0.009109
47,3508.65,1.31369,0.71337,1.15872,0.86761,0.92438,0.96061,0.61281,1.27842,0.66355,1.19829,0.0090892,0.0090892,0.0090892
48,3582.27,1.29637,0.70613,1.1577,0.87623,0.93731,0.95382,0.61413,1.23694,0.65867,1.17901,0.0090694,0.0090694,0.0090694
49,3655.75,1.29337,0.7007,1.14926,0.88667,0.9108,0.94674,0.59163,1.30486,0.68578,1.22989,0.0090496,0.0090496,0.0090496
50,3729.52,1.3037,0.70309,1.15132,0.88468,0.93731,0.96362,0.61891,1.2287,0.60881,1.16946,0.0090298,0.0090298,0.0090298
51,3804.85,1.29266,0.69908,1.15268,0.88365,0.94627,0.95886,0.62437,1.21951,0.63454,1.16001,0.00901,0.00901,0.00901
52,3878.2,1.27624,0.70575,1.14578,0.86943,0.94428,0.95891,0.64665,1.20877,0.59722,1.1568,0.0089902,0.0089902,0.0089902
53,3951.58,1.2796,0.69241,1.14856,0.87422,0.93532,0.95707,0.62594,1.24115,0.6152,1.19028,0.0089704,0.0089704,0.0089704
54,4024.3,1.28457,0.69698,1.15575,0.88136,0.94328,0.96268,0.6229,1.23175,0.61171,1.17045,0.0089506,0.0089506,0.0089506
55,4097.92,1.27957,0.68264,1.13921,0.88918,0.94211,0.96598,0.62469,1.27634,0.5961,1.18983,0.0089308,0.0089308,0.0089308
56,4172.16,1.27028,0.66997,1.13878,0.89132,0.93433,0.96048,0.63524,1.21015,0.59831,1.14832,0.008911,0.008911,0.008911
57,4246.49,1.27272,0.69164,1.13183,0.89602,0.93035,0.9682,0.65216,1.21458,0.55679,1.15363,0.0088912,0.0088912,0.0088912
58,4320,1.29038,0.68551,1.15682,0.90889,0.90325,0.96504,0.61469,1.29102,0.61672,1.2018,0.0088714,0.0088714,0.0088714
59,4392.13,1.25829,0.68604,1.14325,0.87573,0.95522,0.96373,0.63299,1.23331,0.62907,1.16271,0.0088516,0.0088516,0.0088516
60,4465.96,1.28058,0.66792,1.13689,0.87617,0.93333,0.95243,0.62629,1.2284,0.62641,1.15676,0.0088318,0.0088318,0.0088318
61,4539.3,1.24139,0.66592,1.13838,0.89703,0.93617,0.96858,0.64363,1.21694,0.5732,1.16727,0.008812,0.008812,0.008812
62,4612.1,1.24989,0.65899,1.13587,0.89644,0.93532,0.96731,0.63199,1.22849,0.58817,1.17743,0.0087922,0.0087922,0.0087922
63,4685.78,1.25229,0.66471,1.13759,0.88864,0.93696,0.95995,0.63647,1.21867,0.60287,1.16213,0.0087724,0.0087724,0.0087724
64,4758.92,1.23931,0.66084,1.11835,0.89703,0.93731,0.96321,0.63661,1.21886,0.58531,1.16606,0.0087526,0.0087526,0.0087526
65,4831.43,1.24795,0.65937,1.13969,0.89532,0.92763,0.96338,0.64367,1.20095,0.59392,1.15902,0.0087328,0.0087328,0.0087328
66,4905.64,1.25127,0.66436,1.13509,0.90188,0.94204,0.96507,0.63541,1.22136,0.58899,1.15756,0.008713,0.008713,0.008713
67,4978.17,1.23557,0.65874,1.12849,0.89453,0.9403,0.95976,0.62605,1.26357,0.58225,1.19106,0.0086932,0.0086932,0.0086932
68,5051.41,1.25118,0.66243,1.13607,0.89491,0.94627,0.96856,0.64535,1.20541,0.55202,1.16834,0.0086734,0.0086734,0.0086734
69,5123.03,1.23207,0.64812,1.13634,0.89254,0.94218,0.96203,0.64587,1.19556,0.55491,1.16645,0.0086536,0.0086536,0.0086536
70,5197.17,1.24008,0.64522,1.12172,0.89244,0.94121,0.96328,0.64703,1.20212,0.58168,1.16031,0.0086338,0.0086338,0.0086338
71,5272.31,1.23105,0.64156,1.11826,0.89967,0.93685,0.96656,0.63915,1.23804,0.58842,1.18194,0.008614,0.008614,0.008614
72,5344.57,1.23219,0.64785,1.1229,0.90969,0.93731,0.96619,0.64899,1.17906,0.55528,1.13886,0.0085942,0.0085942,0.0085942
73,5417.89,1.22649,0.65938,1.12211,0.9095,0.93433,0.96865,0.64775,1.21834,0.55295,1.16069,0.0085744,0.0085744,0.0085744
74,5490.58,1.22615,0.64567,1.13291,0.91978,0.92637,0.96646,0.65287,1.18962,0.54546,1.14915,0.0085546,0.0085546,0.0085546
75,5567.06,1.21807,0.64151,1.11834,0.88407,0.93831,0.96102,0.64596,1.20274,0.57796,1.14993,0.0085348,0.0085348,0.0085348
76,5639.71,1.23296,0.64334,1.11747,0.90783,0.92438,0.96945,0.63395,1.24491,0.59135,1.18103,0.008515,0.008515,0.008515
77,5710.56,1.21686,0.6457,1.11179,0.87271,0.94826,0.96464,0.64972,1.18338,0.5569,1.15078,0.0084952,0.0084952,0.0084952
78,5784.39,1.20368,0.62826,1.1066,0.91022,0.92807,0.96496,0.65203,1.19246,0.55432,1.15298,0.0084754,0.0084754,0.0084754
79,5857.93,1.21848,0.63019,1.11315,0.90877,0.92338,0.96369,0.65332,1.18562,0.55542,1.14496,0.0084556,0.0084556,0.0084556
80,5933.91,1.22605,0.6243,1.11406,0.88394,0.94733,0.96854,0.64112,1.1945,0.5497,1.15404,0.0084358,0.0084358,0.0084358
81,6008.51,1.21496,0.63497,1.10661,0.90706,0.93134,0.97033,0.65569,1.1936,0.5478,1.14297,0.008416,0.008416,0.008416
82,6081.52,1.20119,0.63624,1.10138,0.88497,0.94627,0.9683,0.65239,1.20239,0.54462,1.16237,0.0083962,0.0083962,0.0083962
83,6155.54,1.21067,0.62639,1.1192,0.89506,0.93134,0.965,0.64343,1.20401,0.57026,1.16753,0.0083764,0.0083764,0.0083764
84,6228.79,1.19856,0.6305,1.11264,0.898,0.94614,0.9672,0.64787,1.1992,0.56215,1.14406,0.0083566,0.0083566,0.0083566
85,6305.8,1.22034,0.6339,1.11676,0.90453,0.93331,0.96941,0.64027,1.23067,0.56295,1.17583,0.0083368,0.0083368,0.0083368
86,6378.69,1.18893,0.62782,1.10381,0.89138,0.9393,0.96487,0.64358,1.20094,0.58258,1.16049,0.008317,0.008317,0.008317
87,6452.16,1.21553,0.64946,1.11088,0.9111,0.95025,0.96801,0.65161,1.19657,0.53793,1.14858,0.0082972,0.0082972,0.0082972
88,6524.69,1.21857,0.62336,1.11737,0.90235,0.93234,0.96408,0.66094,1.18817,0.56036,1.1455,0.0082774,0.0082774,0.0082774
89,6596.43,1.20451,0.63442,1.10914,0.90433,0.94328,0.96915,0.66047,1.17272,0.55779,1.13854,0.0082576,0.0082576,0.0082576
90,6672.77,1.18178,0.61548,1.09945,0.90522,0.94077,0.96813,0.65333,1.18255,0.56504,1.15226,0.0082378,0.0082378,0.0082378
91,6745.22,1.19018,0.61189,1.1081,0.90953,0.93037,0.9673,0.66156,1.17059,0.53446,1.14156,0.008218,0.008218,0.008218
92,6818.14,1.20723,0.6225,1.12082,0.89249,0.94164,0.96363,0.64929,1.20157,0.56013,1.15435,0.0081982,0.0081982,0.0081982
93,6890.72,1.18826,0.61285,1.10849,0.92831,0.92763,0.97157,0.67098,1.15895,0.52393,1.13315,0.0081784,0.0081784,0.0081784
94,6963.25,1.18845,0.60618,1.1223,0.89894,0.94527,0.96521,0.64432,1.22099,0.54938,1.18618,0.0081586,0.0081586,0.0081586
95,7039.57,1.17515,0.60083,1.10204,0.90712,0.92326,0.9689,0.6573,1.1821,0.5389,1.15466,0.0081388,0.0081388,0.0081388
96,7113.65,1.18492,0.61364,1.10535,0.90522,0.95033,0.96971,0.66962,1.17702,0.54976,1.13491,0.008119,0.008119,0.008119
97,7185.74,1.1757,0.60202,1.10582,0.88142,0.94675,0.96486,0.64816,1.20913,0.56849,1.17581,0.0080992,0.0080992,0.0080992
98,7258.38,1.17906,0.60383,1.09713,0.90179,0.94527,0.97218,0.66757,1.18177,0.54443,1.14508,0.0080794,0.0080794,0.0080794
99,7331.6,1.16492,0.59797,1.09538,0.89975,0.92836,0.9661,0.65565,1.18514,0.54914,1.15449,0.0080596,0.0080596,0.0080596
100,7406.53,1.16973,0.60804,1.09694,0.90899,0.95124,0.97076,0.66289,1.18006,0.53795,1.14884,0.0080398,0.0080398,0.0080398
101,7478.86,1.16705,0.59972,1.10263,0.91318,0.94189,0.97411,0.6645,1.18451,0.54299,1.14717,0.00802,0.00802,0.00802
102,7551.42,1.16324,0.61241,1.09587,0.91462,0.93802,0.97164,0.65555,1.1999,0.54049,1.15871,0.0080002,0.0080002,0.0080002
103,7624.39,1.17062,0.59953,1.09673,0.90905,0.93481,0.97062,0.66083,1.1757,0.53698,1.13951,0.0079804,0.0079804,0.0079804
104,7698.34,1.17678,0.5999,1.09398,0.90864,0.94017,0.96818,0.66067,1.17786,0.53053,1.14098,0.0079606,0.0079606,0.0079606
105,7773.75,1.15051,0.58516,1.08488,0.88144,0.96617,0.96812,0.65855,1.17922,0.55407,1.14661,0.0079408,0.0079408,0.0079408
106,7848.18,1.1645,0.60433,1.09921,0.88101,0.9602,0.96995,0.67228,1.17212,0.52678,1.14249,0.007921,0.007921,0.007921
107,7920.73,1.16154,0.6003,1.08419,0.90371,0.9339,0.96153,0.64916,1.21331,0.54586,1.16588,0.0079012,0.0079012,0.0079012
108,7992.91,1.1602,0.59963,1.08647,0.89672,0.9417,0.9695,0.66131,1.17825,0.53454,1.15159,0.0078814,0.0078814,0.0078814
109,8065.38,1.16642,0.61034,1.10186,0.91172,0.93514,0.96696,0.66383,1.16441,0.53561,1.13483,0.0078616,0.0078616,0.0078616
110,8138.57,1.155,0.59133,1.09632,0.89993,0.94848,0.96923,0.66073,1.18035,0.52928,1.14599,0.0078418,0.0078418,0.0078418
111,8210.98,1.15669,0.59397,1.08635,0.90468,0.94328,0.96777,0.6652,1.16601,0.5271,1.13896,0.007822,0.007822,0.007822
112,8284.07,1.15806,0.59324,1.09708,0.90087,0.9404,0.96881,0.65515,1.19571,0.5386,1.1613,0.0078022,0.0078022,0.0078022
113,8357.04,1.15948,0.58906,1.09775,0.91341,0.93414,0.96277,0.6617,1.1703,0.5316,1.13537,0.0077824,0.0077824,0.0077824
114,8431.79,1.14055,0.57968,1.07858,0.90128,0.95025,0.96852,0.66253,1.17085,0.5391,1.13744,0.0077626,0.0077626,0.0077626
115,8504.27,1.14363,0.59618,1.08785,0.89972,0.93532,0.96888,0.66068,1.17217,0.5305,1.14896,0.0077428,0.0077428,0.0077428
116,8577.24,1.13826,0.58963,1.08236,0.91504,0.93632,0.96768,0.65996,1.18523,0.52521,1.14729,0.007723,0.007723,0.007723
117,8651.12,1.13901,0.58514,1.08381,0.90119,0.94428,0.97175,0.67016,1.17418,0.52312,1.13784,0.0077032,0.0077032,0.0077032
118,8722.56,1.14816,0.59571,1.08422,0.89898,0.94742,0.9706,0.65666,1.19263,0.53689,1.1597,0.0076834,0.0076834,0.0076834
119,8797.9,1.13013,0.57625,1.08292,0.89122,0.95384,0.9732,0.65998,1.18218,0.52169,1.14813,0.0076636,0.0076636,0.0076636
120,8870.73,1.13579,0.59567,1.08912,0.91932,0.94328,0.974,0.67211,1.18269,0.51004,1.14424,0.0076438,0.0076438,0.0076438
121,8943.94,1.14268,0.58172,1.08668,0.89946,0.95423,0.97157,0.67001,1.16347,0.50565,1.13598,0.007624,0.007624,0.007624
122,9016.83,1.14399,0.59672,1.08886,0.90446,0.94193,0.97076,0.66568,1.16773,0.53224,1.13216,0.0076042,0.0076042,0.0076042
123,9089.11,1.11999,0.5784,1.07786,0.92347,0.93655,0.97151,0.66974,1.16696,0.51108,1.12651,0.0075844,0.0075844,0.0075844
124,9165.23,1.1111,0.56259,1.0706,0.91438,0.93515,0.96989,0.67106,1.15994,0.52577,1.13233,0.0075646,0.0075646,0.0075646
125,9239.45,1.11638,0.56262,1.07732,0.90594,0.94876,0.9717,0.67128,1.16629,0.51398,1.13387,0.0075448,0.0075448,0.0075448
126,9310.54,1.11731,0.57442,1.07627,0.92108,0.92935,0.97156,0.66872,1.17845,0.51156,1.14197,0.007525,0.007525,0.007525
127,9382.8,1.12696,0.57308,1.07897,0.90273,0.95117,0.96871,0.66843,1.18569,0.5224,1.1498,0.0075052,0.0075052,0.0075052
128,9454.31,1.13132,0.56538,1.08021,0.90213,0.95423,0.97044,0.66758,1.18268,0.52453,1.15711,0.0074854,0.0074854,0.0074854
129,9530.8,1.11633,0.58473,1.07484,0.90424,0.9584,0.97294,0.66689,1.17067,0.5184,1.14603,0.0074656,0.0074656,0.0074656
130,9604.64,1.10965,0.57054,1.07745,0.92597,0.93346,0.97462,0.67324,1.17072,0.49986,1.13943,0.0074458,0.0074458,0.0074458
131,9677.57,1.12745,0.57352,1.07921,0.89316,0.95522,0.97133,0.66871,1.17184,0.5223,1.13897,0.007426,0.007426,0.007426
132,9749.69,1.09551,0.55533,1.06989,0.91331,0.954,0.97216,0.67087,1.17153,0.49952,1.14538,0.0074062,0.0074062,0.0074062
133,9821.24,1.10301,0.56323,1.07129,0.91915,0.95023,0.97543,0.674,1.17907,0.49706,1.14889,0.0073864,0.0073864,0.0073864
134,9897.25,1.10951,0.56372,1.07675,0.91484,0.94059,0.97135,0.66814,1.18795,0.51717,1.15679,0.0073666,0.0073666,0.0073666
135,9969.97,1.09688,0.56339,1.06837,0.91562,0.95025,0.97297,0.66969,1.17751,0.50568,1.13824,0.0073468,0.0073468,0.0073468
136,10042,1.10267,0.55391,1.06625,0.90483,0.96418,0.96906,0.6721,1.17275,0.50791,1.14182,0.007327,0.007327,0.007327
137,10113.9,1.10828,0.56244,1.07053,0.89891,0.96447,0.97373,0.66873,1.18922,0.51626,1.14296,0.0073072,0.0073072,0.0073072
138,10188.1,1.11206,0.56355,1.06447,0.91563,0.94726,0.97593,0.67298,1.17072,0.50643,1.14604,0.0072874,0.0072874,0.0072874
139,10263.6,1.10842,0.55596,1.07008,0.91934,0.95264,0.97359,0.6795,1.16283,0.49367,1.13041,0.0072676,0.0072676,0.0072676
140,10337,1.09595,0.56042,1.05978,0.90601,0.95323,0.97022,0.66802,1.18866,0.51277,1.14628,0.0072478,0.0072478,0.0072478
141,10409.7,1.09009,0.56049,1.05931,0.90111,0.96816,0.96882,0.67078,1.16867,0.49471,1.13361,0.007228,0.007228,0.007228
142,10481.6,1.09794,0.56567,1.05743,0.92837,0.92853,0.97277,0.66891,1.16794,0.51098,1.13787,0.0072082,0.0072082,0.0072082
143,10555.1,1.09032,0.55684,1.05556,0.92056,0.94552,0.9741,0.67676,1.16714,0.4969,1.13198,0.0071884,0.0071884,0.0071884
144,10629.1,1.08116,0.5474,1.05508,0.90722,0.95224,0.97222,0.67038,1.17084,0.50713,1.13455,0.0071686,0.0071686,0.0071686
145,10701.4,1.08102,0.54575,1.05655,0.90653,0.95539,0.9706,0.67158,1.18025,0.51088,1.14677,0.0071488,0.0071488,0.0071488
146,10774.7,1.0792,0.55557,1.0536,0.91265,0.95647,0.96739,0.66737,1.15971,0.51106,1.13458,0.007129,0.007129,0.007129
147,10846.4,1.09229,0.54833,1.05679,0.91095,0.95678,0.97294,0.67268,1.1575,0.50189,1.13504,0.0071092,0.0071092,0.0071092
148,10920.7,1.08993,0.55144,1.06126,0.91916,0.93902,0.97223,0.67839,1.15727,0.50406,1.1353,0.0070894,0.0070894,0.0070894
149,10995.3,1.08272,0.5446,1.04788,0.91178,0.94616,0.97439,0.6756,1.15516,0.49661,1.13498,0.0070696,0.0070696,0.0070696
150,11068.7,1.08675,0.54768,1.05713,0.9032,0.95522,0.97422,0.67806,1.15653,0.49991,1.12825,0.0070498,0.0070498,0.0070498
151,11141.8,1.08181,0.55136,1.05475,0.91945,0.93136,0.97098,0.67103,1.18046,0.5135,1.14094,0.00703,0.00703,0.00703
152,11213,1.09069,0.55092,1.05391,0.91919,0.95068,0.97348,0.67334,1.17092,0.5044,1.14373,0.0070102,0.0070102,0.0070102
153,11287.6,1.07269,0.54508,1.05324,0.92284,0.94129,0.97138,0.66736,1.17708,0.50285,1.15108,0.0069904,0.0069904,0.0069904
154,11361.9,1.08167,0.54842,1.05207,0.92314,0.9441,0.97151,0.66418,1.17952,0.50122,1.15052,0.0069706,0.0069706,0.0069706
155,11435.8,1.07757,0.53833,1.0588,0.9252,0.93542,0.97444,0.68429,1.16075,0.48821,1.13123,0.0069508,0.0069508,0.0069508
156,11508.6,1.07617,0.53321,1.04948,0.90718,0.95423,0.97248,0.68114,1.16171,0.49114,1.13613,0.006931,0.006931,0.006931
157,11581.5,1.07054,0.54258,1.05258,0.92175,0.94826,0.97085,0.67864,1.16069,0.4908,1.13298,0.0069112,0.0069112,0.0069112
158,11655.1,1.04754,0.5236,1.04389,0.92636,0.94428,0.97238,0.68402,1.15847,0.48942,1.1319,0.0068914,0.0068914,0.0068914
159,11730.9,1.06495,0.5383,1.05785,0.93367,0.93836,0.97421,0.67842,1.16119,0.48543,1.14103,0.0068716,0.0068716,0.0068716
160,11803.8,1.0621,0.53182,1.04612,0.93304,0.93731,0.97288,0.682,1.17156,0.48786,1.13657,0.0068518,0.0068518,0.0068518
161,11876.2,1.05451,0.53046,1.0424,0.91044,0.95622,0.97329,0.67477,1.17341,0.49433,1.14472,0.006832,0.006832,0.006832
162,11949.7,1.05683,0.53253,1.04194,0.93093,0.93884,0.97501,0.67949,1.17052,0.489,1.14003,0.0068122,0.0068122,0.0068122
163,12024.7,1.07583,0.54985,1.05004,0.9203,0.94214,0.97266,0.67532,1.17325,0.5038,1.14461,0.0067924,0.0067924,0.0067924
164,12098.2,1.06333,0.54185,1.04946,0.92535,0.94328,0.97389,0.67355,1.16126,0.49666,1.13372,0.0067726,0.0067726,0.0067726
165,12169.4,1.06343,0.53715,1.04133,0.92081,0.94925,0.97512,0.68372,1.15969,0.47842,1.12353,0.0067528,0.0067528,0.0067528
166,12243.1,1.06149,0.53121,1.0543,0.90931,0.94784,0.97423,0.67262,1.18633,0.50442,1.13858,0.006733,0.006733,0.006733
167,12317,1.04292,0.52041,1.03176,0.90945,0.95721,0.97309,0.67161,1.16607,0.49221,1.14225,0.0067132,0.0067132,0.0067132
168,12391.1,1.04443,0.5304,1.04576,0.90713,0.96215,0.97135,0.67379,1.16472,0.49099,1.14516,0.0066934,0.0066934,0.0066934
169,12466,1.05414,0.53188,1.04359,0.91533,0.94229,0.96885,0.67642,1.16258,0.49934,1.13501,0.0066736,0.0066736,0.0066736
170,12539.9,1.0555,0.53974,1.0438,0.91969,0.94428,0.97187,0.67981,1.15897,0.48622,1.12696,0.0066538,0.0066538,0.0066538
171,12612.1,1.04367,0.52397,1.03789,0.9217,0.94328,0.97186,0.68174,1.16206,0.4894,1.12879,0.006634,0.006634,0.006634
172,12685.2,1.04025,0.52503,1.03603,0.90755,0.95423,0.9705,0.67298,1.17211,0.49076,1.13534,0.0066142,0.0066142,0.0066142
173,12760.8,1.04521,0.52163,1.04351,0.92005,0.95036,0.97312,0.67674,1.16155,0.49745,1.13116,0.0065944,0.0065944,0.0065944
174,12834.9,1.04791,0.52425,1.03695,0.90593,0.95721,0.96791,0.6685,1.1699,0.49598,1.1284,0.0065746,0.0065746,0.0065746
175,12907.1,1.06073,0.53148,1.04223,0.92667,0.93048,0.96946,0.67604,1.15699,0.48867,1.12882,0.0065548,0.0065548,0.0065548
176,12978.4,1.02875,0.52425,1.0322,0.90262,0.95919,0.97477,0.6785,1.16386,0.4842,1.14183,0.006535,0.006535,0.006535
177,13051.7,1.0405,0.53519,1.03828,0.91988,0.93677,0.97008,0.6741,1.17882,0.49351,1.14701,0.0065152,0.0065152,0.0065152
178,13127.7,1.03899,0.53071,1.03247,0.9187,0.94443,0.97343,0.67737,1.16753,0.49233,1.14598,0.0064954,0.0064954,0.0064954
179,13200.8,1.03292,0.52182,1.03186,0.92339,0.93731,0.96991,0.67621,1.16157,0.48931,1.13793,0.0064756,0.0064756,0.0064756
180,13273.7,1.02135,0.52181,1.03472,0.92424,0.94685,0.97295,0.67438,1.16376,0.4867,1.13616,0.0064558,0.0064558,0.0064558
181,13346.7,1.03351,0.52159,1.03635,0.92021,0.94103,0.97203,0.67182,1.17603,0.49839,1.14133,0.006436,0.006436,0.006436
182,13420.3,1.02709,0.5174,1.03148,0.92737,0.93433,0.97379,0.67494,1.17355,0.48227,1.13702,0.0064162,0.0064162,0.0064162
183,13494.9,1.02534,0.51596,1.03011,0.92434,0.93532,0.9697,0.68007,1.16713,0.48989,1.13291,0.0063964,0.0063964,0.0063964
184,13568.7,1.03801,0.52795,1.0366,0.90423,0.95831,0.97109,0.68108,1.16916,0.49316,1.13703,0.0063766,0.0063766,0.0063766
185,13641.9,1.03236,0.52615,1.03948,0.91527,0.94591,0.97398,0.68281,1.16102,0.48748,1.13616,0.0063568,0.0063568,0.0063568
