epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
148,7100.2,1.10138,0.56122,1.12118,0.90131,0.94512,0.96441,0.64469,1.21649,0.54053,1.22536,0.0070894,0.0070894,0.0070894
149,7146.86,1.11192,0.56174,1.1271,0.89823,0.9403,0.96675,0.64438,1.21693,0.53692,1.226,0.0070696,0.0070696,0.0070696
150,7192.85,1.11438,0.56707,1.12244,0.91516,0.93632,0.96722,0.6535,1.21348,0.51603,1.21938,0.0070498,0.0070498,0.0070498
151,7239.66,1.10716,0.55824,1.10996,0.87698,0.94428,0.95669,0.63211,1.24362,0.54897,1.24606,0.00703,0.00703,0.00703
152,7286.07,1.12375,0.56505,1.13012,0.90232,0.93758,0.96021,0.6454,1.20435,0.53194,1.21188,0.0070102,0.0070102,0.0070102
153,7332.62,1.09729,0.56029,1.11227,0.89941,0.93234,0.96491,0.63507,1.25078,0.55432,1.24147,0.0069904,0.0069904,0.0069904
154,7380.12,1.11062,0.55928,1.11246,0.89629,0.95622,0.96735,0.65071,1.19565,0.52094,1.21208,0.0069706,0.0069706,0.0069706
155,7427.32,1.0893,0.55474,1.11512,0.90795,0.9226,0.96509,0.64829,1.21017,0.53222,1.2218,0.0069508,0.0069508,0.0069508
156,7474.2,1.11185,0.56237,1.1089,0.87258,0.96219,0.96362,0.63486,1.22533,0.54141,1.23286,0.006931,0.006931,0.006931
157,7520.46,1.09044,0.55322,1.11118,0.87942,0.95067,0.96455,0.64489,1.21383,0.5394,1.22415,0.0069112,0.0069112,0.0069112
158,7566.82,1.08549,0.54637,1.10519,0.88696,0.93831,0.96134,0.63435,1.24067,0.56012,1.24632,0.0068914,0.0068914,0.0068914
159,7613.49,1.07836,0.54016,1.10331,0.90123,0.93134,0.96384,0.64198,1.22304,0.53761,1.23948,0.0068716,0.0068716,0.0068716
160,7659.88,1.08706,0.53967,1.11016,0.8989,0.93779,0.96289,0.64536,1.22143,0.53958,1.23429,0.0068518,0.0068518,0.0068518
161,7705.55,1.07534,0.53607,1.10219,0.90786,0.93333,0.96684,0.65163,1.21171,0.53408,1.22452,0.006832,0.006832,0.006832
162,7751.94,1.08152,0.53753,1.11004,0.89334,0.9602,0.9669,0.63916,1.21831,0.53639,1.23209,0.0068122,0.0068122,0.0068122
163,7801.29,1.08181,0.54033,1.09157,0.89983,0.93433,0.96575,0.6463,1.21508,0.53525,1.22134,0.0067924,0.0067924,0.0067924
164,7850.76,1.08382,0.53652,1.11601,0.91067,0.91289,0.96519,0.6415,1.21159,0.53628,1.2259,0.0067726,0.0067726,0.0067726
165,7899.23,1.07917,0.53899,1.09725,0.91669,0.92537,0.96137,0.63529,1.21665,0.55956,1.22789,0.0067528,0.0067528,0.0067528
166,7947.79,1.07512,0.53948,1.10851,0.90268,0.9322,0.96462,0.64277,1.22127,0.53789,1.22724,0.006733,0.006733,0.006733
167,7996.36,1.0653,0.53601,1.09855,0.92131,0.93202,0.96335,0.64443,1.21408,0.52166,1.22366,0.0067132,0.0067132,0.0067132
168,8043.78,1.08591,0.53953,1.10771,0.89719,0.94527,0.96354,0.6429,1.21092,0.53141,1.22953,0.0066934,0.0066934,0.0066934
169,8091.36,1.05364,0.53678,1.09923,0.88356,0.94382,0.96396,0.63495,1.22116,0.55553,1.23529,0.0066736,0.0066736,0.0066736
170,8138.8,1.07376,0.53539,1.10064,0.90916,0.92617,0.96285,0.64803,1.20242,0.53015,1.21466,0.0066538,0.0066538,0.0066538
171,8185.84,1.07582,0.54824,1.10004,0.88014,0.95712,0.96599,0.65028,1.20039,0.53471,1.2096,0.006634,0.006634,0.006634
172,8232.06,1.0621,0.52996,1.09631,0.90582,0.9403,0.96683,0.65943,1.1882,0.5125,1.20495,0.0066142,0.0066142,0.0066142
173,8278.91,1.06388,0.53692,1.0887,0.88831,0.95759,0.96797,0.6514,1.20234,0.51321,1.22279,0.0065944,0.0065944,0.0065944
174,8326.24,1.04929,0.51886,1.09089,0.88828,0.95025,0.96406,0.63763,1.22364,0.53762,1.23771,0.0065746,0.0065746,0.0065746
175,8373.52,1.05157,0.53414,1.09349,0.90406,0.94696,0.966,0.65297,1.20103,0.51637,1.21531,0.0065548,0.0065548,0.0065548
176,8420.81,1.04218,0.51812,1.07853,0.89914,0.94925,0.96802,0.65116,1.22456,0.51644,1.2331,0.006535,0.006535,0.006535
177,8469.03,1.04703,0.53011,1.08887,0.88693,0.93731,0.96196,0.64163,1.22274,0.54084,1.23436,0.0065152,0.0065152,0.0065152
